"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
446,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","8",74000000,"","３ＬＤＫ","75",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
447,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","8",16000000,"","１Ｋ","25",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
448,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","3",47000000,"","２ＬＤＫ","55",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","改装済",""
449,"中古マンション等","","13112","東京都","世田谷区","若林","三軒茶屋","10",17000000,"","１Ｋ","30",,"","","","平成17年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"2019年第３四半期","",""
450,"中古マンション等","","13112","東京都","世田谷区","若林","松陰神社前","4",13000000,"","１ＬＤＫ","35",,"","","","昭和43年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
451,"中古マンション等","","13112","東京都","世田谷区","若林","松陰神社前","6",25000000,"","１Ｋ","25",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","改装済",""
452,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","西太子堂","3",50000000,"2700000","","60",820000,"長方形","4.8","","","","","住宅","南","私道",4.0,"第１種住居地域",60,200,"2019年第３四半期","",""
453,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","4",63000000,"","","60",,"ほぼ長方形","6.0","105","平成12年","木造","住宅","住宅","北西","区道",6.0,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
454,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","4",55000000,"2600000","","70",790000,"台形","11.1","","","","","","北","区道",4.4,"近隣商業地域",80,300,"2019年第３四半期","",""
455,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","4",60000000,"1600000","","125",480000,"長方形","6.0","","","","","","南","私道",4.0,"第１種中高層住居専用地域",60,200,"2019年第３四半期","","私道を含む取引"
456,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","5",69000000,"","","65",,"袋地等","2.4","90","平成31年","木造","住宅","住宅","南","区道",4.4,"第１種住居地域",60,200,"2019年第３四半期","",""
457,"中古マンション等","","13112","東京都","世田谷区","若林","若林(東京)","3",40000000,"","１ＬＤＫ","50",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","改装済",""
458,"中古マンション等","","13112","東京都","世田谷区","若林","若林(東京)","1",46000000,"","メゾネット","70",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
