"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
233,"中古マンション等","","13112","東京都","世田谷区","桜丘","千歳船橋","4",79000000,"","３ＬＤＫ","85",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,200,"2020年第３四半期","未改装",""
234,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜上水","経堂","15",15000000,"","","115",,"袋地等","1.8","105","昭和39年","木造","住宅","住宅","北東","道路",2.7,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
235,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜上水","桜上水","5",130000000,"","","280",,"長方形","20.0","330","昭和64年","ＲＣ","共同住宅","住宅","南","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
236,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜上水","桜上水","15",70000000,"1400000","","170",420000,"ほぼ長方形","15.0","","","","","住宅","北東","道路",4.1,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
237,"宅地(土地)","商業地","13112","東京都","世田谷区","桜上水","桜上水","2",140000000,"3000000","","155",920000,"ほぼ整形","9.0","","","","","その他","北西","都道",7.0,"近隣商業地域",80,300,"2020年第３四半期","",""
238,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜上水","桜上水","4",260000000,"","","270",,"ほぼ長方形","12.3","370","令和2年","木造","共同住宅","その他","北","区道",3.8,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
239,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜上水","桜上水","5",67000000,"","","130",,"長方形","8.1","90","昭和48年","木造","住宅","住宅","北","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
240,"中古マンション等","","13112","東京都","世田谷区","桜上水","桜上水","4",37000000,"","１ＬＤＫ","30",,"","","","平成29年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
241,"中古マンション等","","13112","東京都","世田谷区","桜上水","桜上水","3",78000000,"","３ＬＤＫ","65",,"","","","平成27年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
242,"中古マンション等","","13112","東京都","世田谷区","桜上水","桜上水","2",30000000,"","２ＬＤＫ","45",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
243,"中古マンション等","","13112","東京都","世田谷区","桜上水","桜上水","4",85000000,"","３ＬＤＫ","75",,"","","","平成27年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
244,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜上水","松原(東京)","14",25000000,"","","55",,"長方形","5.2","70","昭和60年","木造","住宅","住宅","北東","区道",4.5,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
245,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜新町","桜新町","6",45000000,"","","165",,"ほぼ長方形","11.0","135","昭和36年","木造","住宅","住宅","南東","私道",3.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
246,"中古マンション等","","13112","東京都","世田谷区","桜新町","桜新町","6",62000000,"","２ＬＤＫ","55",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2020年第３四半期","",""
247,"中古マンション等","","13112","東京都","世田谷区","桜新町","桜新町","6",86000000,"","３ＬＤＫ","65",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2020年第３四半期","未改装",""
248,"中古マンション等","","13112","東京都","世田谷区","桜新町","桜新町","6",66000000,"","２ＬＤＫ","80",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
249,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","7",63000000,"","","70",,"ほぼ長方形","5.5","105","平成13年","木造","住宅","住宅","北","私道",2.6,"第１種住居地域",60,300,"2020年第３四半期","",""
250,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","5",140000000,"","","85",,"長方形","5.8","100","平成29年","木造","店舗","店舗","西","私道",3.2,"商業地域",80,500,"2020年第３四半期","","私道を含む取引"
251,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","2",26000000,"","１Ｋ","25",,"","","","平成15年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2020年第３四半期","未改装",""
252,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","7",83000000,"","３ＬＤＫ","65",,"","","","平成26年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
253,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","9",59000000,"","２ＬＤＫ","50",,"","","","平成10年","ＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
254,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","3",45000000,"","２ＬＤＫ","50",,"","","","昭和53年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2020年第３四半期","改装済",""
255,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","7",49000000,"","オープンフロア","50",,"","","","平成7年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
256,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","9",66000000,"","２ＬＤＫ","60",,"","","","平成17年","ＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
257,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","3",31000000,"","１Ｋ","25",,"","","","平成22年","ＲＣ","","その他","","",,"商業地域",80,600,"2020年第３四半期","未改装",""
258,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","1",72000000,"","３ＬＤＫ","70",,"","","","平成10年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2020年第３四半期","未改装",""
259,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","4",63000000,"","２ＤＫ","65",,"","","","平成16年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
260,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","3",27000000,"","１Ｋ","25",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2020年第３四半期","未改装",""
261,"中古マンション等","","13112","東京都","世田谷区","三軒茶屋","三軒茶屋","9",70000000,"","","85",,"","","","昭和64年","ＳＲＣ","","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","未改装",""
262,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","三軒茶屋","西太子堂","8",360000000,"","","155",,"ほぼ長方形","15.9","500","平成22年","ＲＣ","共同住宅","住宅","西","区道",8.0,"第１種住居地域",60,300,"2020年第３四半期","",""
263,"中古マンション等","","13112","東京都","世田谷区","下馬","学芸大学","10",23000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","",""
264,"中古マンション等","","13112","東京都","世田谷区","下馬","学芸大学","10",24000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
265,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","下馬","三軒茶屋","14",68000000,"","","65",,"長方形","5.0","100","平成14年","木造","住宅","住宅","北","区道",10.8,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
266,"中古マンション等","","13112","東京都","世田谷区","下馬","三軒茶屋","13",44000000,"","２ＬＤＫ","70",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
267,"中古マンション等","","13112","東京都","世田谷区","下馬","三軒茶屋","14",38000000,"","２ＬＤＫ","50",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
268,"中古マンション等","","13112","東京都","世田谷区","下馬","祐天寺","14",65000000,"","３ＬＤＫ","70",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
269,"中古マンション等","","13112","東京都","世田谷区","下馬","祐天寺","8",73000000,"","２ＬＤＫ","75",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第２種低層住居専用地域",60,150,"2020年第３四半期","改装済",""
270,"中古マンション等","","13112","東京都","世田谷区","下馬","祐天寺","15",75000000,"","２ＬＤＫ","60",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
271,"宅地(土地)","住宅地","13112","東京都","世田谷区","新町","桜新町","12",81000000,"1100000","","240",330000,"ほぼ長方形","","","","","","住宅","西","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
272,"中古マンション等","","13112","東京都","世田谷区","新町","桜新町","10",64000000,"","３ＬＤＫ","65",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
273,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","成城","成城学園前","3",580000000,"","","620",,"ほぼ長方形","22.0","550","平成9年","ＲＣ","共同住宅","住宅","南西","区道",11.7,"第１種中高層住居専用地域",50,150,"2020年第３四半期","","私道を含む取引"
274,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","成城","成城学園前","6",87000000,"","","140",,"長方形","8.3","100","昭和50年","木造","住宅","住宅","南東","区道",6.2,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
275,"宅地(土地)","住宅地","13112","東京都","世田谷区","成城","成城学園前","2",1000000000,"2800000","","1200",850000,"ほぼ長方形","33.1","","","","","その他","北西","区道",6.3,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
276,"宅地(土地)","住宅地","13112","東京都","世田谷区","成城","成城学園前","10",77000000,"2000000","","125",620000,"ほぼ長方形","7.8","","","","","住宅","西","区道",6.2,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
277,"宅地(土地)","住宅地","13112","東京都","世田谷区","成城","成城学園前","10",66000000,"1300000","","165",390000,"不整形","21.9","","","","","住宅","北東","区道",3.4,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
278,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","成城","成城学園前","6",460000000,"","","790",,"不整形","","195","平成3年","木造","住宅","住宅","北東","区道",8.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
279,"宅地(土地)","住宅地","13112","東京都","世田谷区","成城","成城学園前","9",77000000,"2000000","","125",620000,"不整形","7.8","","","","","住宅","西","区道",6.2,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
280,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","成城","成城学園前","14",320000000,"","","440",,"不整形","8.6","210","昭和62年","鉄骨造、木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
281,"中古マンション等","","13112","東京都","世田谷区","成城","成城学園前","9",110000000,"","４ＬＤＫ","105",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2020年第３四半期","改装済",""
282,"中古マンション等","","13112","東京都","世田谷区","成城","成城学園前","18",55000000,"","３ＬＤＫ","80",,"","","","平成15年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",50,150,"2020年第３四半期","改装済",""
283,"中古マンション等","","13112","東京都","世田谷区","成城","成城学園前","15",60000000,"","３ＬＤＫ","70",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
284,"中古マンション等","","13112","東京都","世田谷区","成城","成城学園前","2",40000000,"","１ＬＤＫ","50",,"","","","昭和48年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","改装済",""
285,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","瀬田","上野毛","8",120000000,"","","105",,"ほぼ長方形","7.5","95","令和2年","軽量鉄骨造","住宅","住宅","南西","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
286,"宅地(土地)","住宅地","13112","東京都","世田谷区","瀬田","二子玉川","11",160000000,"2400000","","220",730000,"長方形","13.0","","","","","住宅","南","区道",2.8,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
287,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","瀬田","二子玉川","13",190000000,"","","155",,"ほぼ長方形","12.4","155","平成20年","ＲＣ","住宅","住宅","北東","区道",3.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
288,"宅地(土地)","住宅地","13112","東京都","世田谷区","瀬田","二子玉川","19",160000000,"1800000","","280",550000,"ほぼ長方形","12.6","","","","","住宅","東","区道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
289,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","瀬田","二子玉川","14",120000000,"","","105",,"ほぼ台形","14.2","150","令和2年","木造","住宅","住宅","南東","区道",8.0,"第２種低層住居専用地域",60,150,"2020年第３四半期","",""
290,"中古マンション等","","13112","東京都","世田谷区","瀬田","二子玉川","11",67000000,"","３ＬＤＫ","85",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
291,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","瀬田","用賀","12",60000000,"","","50",,"ほぼ長方形","","65","平成30年","木造","住宅","住宅","北","私道",4.0,"第１種住居地域",60,200,"2020年第３四半期","",""
292,"中古マンション等","","13112","東京都","世田谷区","瀬田","用賀","15",22000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","",""
293,"中古マンション等","","13112","東京都","世田谷区","瀬田","用賀","8",20000000,"","１ＤＫ","25",,"","","","平成9年","ＳＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2020年第３四半期","",""
294,"中古マンション等","","13112","東京都","世田谷区","瀬田","用賀","13",73000000,"","３ＬＤＫ","70",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
295,"宅地(土地)","住宅地","13112","東京都","世田谷区","世田谷","上町","5",54000000,"1700000","","105",510000,"長方形","7.0","","","","","住宅","東","私道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
296,"中古マンション等","","13112","東京都","世田谷区","世田谷","上町","8",22000000,"","１ＬＤＫ","40",,"","","","平成13年","ＲＣ","","その他","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
297,"中古マンション等","","13112","東京都","世田谷区","世田谷","松陰神社前","5",65000000,"","４ＬＤＫ","105",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","未改装",""
298,"宅地(土地)","住宅地","13112","東京都","世田谷区","世田谷","世田谷","6",110000000,"1700000","","220",510000,"ほぼ長方形","11.0","","","","","住宅","東","区道",14.9,"第２種住居地域",60,300,"2020年第３四半期","",""
299,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","世田谷","世田谷","3",85000000,"","","70",,"長方形","7.0","105","令和2年","木造","共同住宅","住宅","南","区道",5.8,"第１種住居地域",60,200,"2020年第３四半期","",""
300,"中古マンション等","","13112","東京都","世田谷区","世田谷","世田谷","1",26000000,"","２ＬＤＫ","45",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
301,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","3",68000000,"","","75",,"ほぼ長方形","6.7","105","平成8年","木造","住宅","住宅","東","区道",3.8,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
302,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","13",65000000,"","","80",,"ほぼ長方形","7.7","80","令和2年","木造","住宅","住宅","東","区道",3.4,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
303,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","13",72000000,"","","120",,"ほぼ長方形","7.2","95","令和2年","木造","住宅","住宅","南","区道",4.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
304,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","13",70000000,"","","95",,"長方形","8.7","90","平成31年","木造","住宅","住宅","西","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
305,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","7",50000000,"","","55",,"長方形","8.1","85","平成15年","木造","住宅","住宅","西","区道",4.1,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
306,"宅地(土地)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","8",66000000,"2000000","","110",610000,"長方形","6.0","","","","","住宅","南","区道",3.5,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
307,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","4",100000000,"","","360",,"ほぼ長方形","8.3","340","昭和52年","木造","住宅","その他","東","区道",3.8,"第１種低層住居専用地域",60,150,"2020年第３四半期","","私道を含む取引"
308,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","18",58000000,"","","100",,"長方形","6.9","80","令和2年","木造","住宅","住宅","北","区道",4.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
309,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","13",74000000,"","","90",,"ほぼ長方形","6.8","90","平成31年","木造","住宅","","西","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
310,"宅地(土地)","住宅地","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","9",66000000,"1700000","","130",510000,"長方形","12.0","","","","","住宅","東","私道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
311,"中古マンション等","","13112","東京都","世田谷区","祖師谷","祖師ケ谷大蔵","4",22000000,"","１Ｋ","25",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
312,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代沢","池ノ上","6",120000000,"","","100",,"ほぼ長方形","6.5","115","令和2年","木造","住宅","住宅","南","区道",3.7,"第１種低層住居専用地域",50,150,"2020年第３四半期","","私道を含む取引"
313,"宅地(土地)","住宅地","13112","東京都","世田谷区","代沢","池ノ上","5",190000000,"3000000","","210",900000,"ほぼ長方形","12.1","","","","","住宅","北","区道",3.6,"第１種低層住居専用地域",50,150,"2020年第３四半期","","私道を含む取引"
314,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代沢","池ノ上","3",79000000,"","","105",,"袋地等","3.4","115","平成21年","ＲＣ、木造","住宅","住宅","東","区道",3.9,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
315,"中古マンション等","","13112","東京都","世田谷区","代沢","池ノ上","6",160000000,"","３ＬＤＫ","110",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,150,"2020年第３四半期","改装済",""
316,"宅地(土地)","住宅地","13112","東京都","世田谷区","代沢","三軒茶屋","16",100000000,"2600000","","130",790000,"ほぼ長方形","7.5","","","","","住宅","南","区道",6.1,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
317,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代沢","下北沢","12",73000000,"","","60",,"長方形","4.3","95","平成22年","木造","住宅","住宅","東","区道",5.3,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
318,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代沢","下北沢","8",110000000,"","","85",,"ほぼ長方形","5.6","105","平成19年","木造","住宅","住宅","北","区道",3.8,"第１種低層住居専用地域",50,150,"2020年第３四半期","","私道を含む取引"
319,"中古マンション等","","13112","東京都","世田谷区","代沢","下北沢","11",41000000,"","２ＤＫ","50",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,200,"2020年第３四半期","",""
320,"中古マンション等","","13112","東京都","世田谷区","代沢","下北沢","13",53000000,"","２ＬＤＫ","65",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
321,"宅地(土地)","住宅地","13112","東京都","世田谷区","太子堂","三軒茶屋","4",79000000,"2800000","","90",860000,"ほぼ長方形","9.8","","","","","住宅","南東","道路",3.6,"第１種住居地域",60,200,"2020年第３四半期","",""
322,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","太子堂","三軒茶屋","7",54000000,"","","95",,"袋地等","","80","","木造","住宅","住宅","北西","私道",1.8,"第１種住居地域",60,200,"2020年第３四半期","",""
323,"宅地(土地)","住宅地","13112","東京都","世田谷区","太子堂","三軒茶屋","9",68000000,"3700000","","60",1100000,"ほぼ長方形","9.1","","","","","住宅","西","道路",3.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
324,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","太子堂","三軒茶屋","8",74000000,"","","60",,"不整形","5.6","105","","木造","住宅","住宅","西","道路",3.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
325,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","太子堂","三軒茶屋","7",490000000,"","","200",,"ほぼ長方形","13.5","460","令和2年","ＲＣ","共同住宅","住宅","北","区道",5.4,"第１種住居地域",60,200,"2020年第３四半期","","私道を含む取引"
326,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","10",170000000,"","３ＬＤＫ","110",,"","","","平成20年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
327,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","10",34000000,"","１ＤＫ","35",,"","","","昭和52年","ＳＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","改装済",""
328,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","4",28000000,"","１Ｋ","20",,"","","","平成11年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第３四半期","改装済",""
329,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","7",13000000,"","","20",,"","","","昭和59年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
330,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","4",32000000,"","１ＬＤＫ","35",,"","","","昭和58年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
331,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","6",54000000,"","１ＬＤＫ","35",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
332,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","4",28000000,"","１Ｋ","20",,"","","","平成18年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2020年第３四半期","未改装",""
333,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","8",31000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
334,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","8",25000000,"","１ＬＤＫ","35",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
335,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","9",39000000,"","１Ｋ","25",,"","","","令和2年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,200,"2020年第３四半期","未改装",""
336,"中古マンション等","","13112","東京都","世田谷区","太子堂","三軒茶屋","9",39000000,"","１Ｋ","25",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,200,"2020年第３四半期","",""
337,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代田","梅ケ丘","3",90000000,"","","90",,"袋地等","","95","令和2年","木造","住宅","住宅","西","区道",6.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
338,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代田","梅ケ丘","3",95000000,"","","110",,"袋地等","2.1","100","令和2年","木造","住宅","住宅","西","区道",6.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
339,"宅地(土地)","住宅地","13112","東京都","世田谷区","代田","梅ケ丘","3",69000000,"2100000","","110",640000,"長方形","5.9","","","","","住宅","北東","区道",6.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
340,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代田","梅ケ丘","9",290000000,"","","165",,"ほぼ正方形","12.0","280","平成30年","ＲＣ","共同住宅","住宅","北東","区道",4.2,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
341,"中古マンション等","","13112","東京都","世田谷区","代田","梅ケ丘","5",46000000,"","１ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
342,"宅地(土地)","住宅地","13112","東京都","世田谷区","代田","下北沢","5",240000000,"3200000","","250",970000,"ほぼ長方形","12.0","","","","","住宅","南東","区道",4.4,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
343,"宅地(土地)","住宅地","13112","東京都","世田谷区","代田","下北沢","5",160000000,"3100000","","165",940000,"ほぼ長方形","7.9","","","","","住宅","南東","区道",4.4,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
344,"宅地(土地)","住宅地","13112","東京都","世田谷区","代田","下北沢","5",480000000,"3500000","","440",1100000,"ほぼ正方形","20.9","","","","","住宅","南東","区道",4.4,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
345,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代田","新代田","5",70000000,"","","70",,"長方形","4.6","75","令和2年","木造","住宅","住宅","西","区道",4.3,"準住居地域",60,300,"2020年第３四半期","",""
346,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","代田","新代田","2",81000000,"","","220",,"ほぼ長方形","","150","昭和44年","木造","共同住宅","住宅","西","私道",2.9,"第１種低層住居専用地域",50,150,"2020年第３四半期","","私道を含む取引"
347,"中古マンション等","","13112","東京都","世田谷区","代田","新代田","0",30000000,"","１Ｋ","25",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
348,"宅地(土地)","住宅地","13112","東京都","世田谷区","代田","世田谷代田","7",120000000,"2800000","","145",860000,"長方形","14.1","","","","","住宅","南","区道",4.1,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
